wkp,name_en,name_ja
http://www.wikidata.org/entity/Q959329,Rockstar San Diego,Rockstar San Diego
http://www.wikidata.org/entity/Q959672,Daybreak Game Company,ソニーオンラインエンタテインメント
http://www.wikidata.org/entity/Q959759,Firaxis Games,フィラクシス・ゲームズ
http://www.wikidata.org/entity/Q972745,Bugbear Entertainment,バグベアー・エンタテインメント
http://www.wikidata.org/entity/Q689093,Gameloft,ゲームロフト
http://www.wikidata.org/entity/Q699634,Factor 5,ファクター5
http://www.wikidata.org/entity/Q702550,International Games System,鈊象電子
http://www.wikidata.org/entity/Q2274654,Gremlin Interactive,グレムリン・インタラクティブ
http://www.wikidata.org/entity/Q2291232,Toaplan,東亜プラン
http://www.wikidata.org/entity/Q2298387,Sunsoft,サン電子
http://www.wikidata.org/entity/Q2298950,Starbreeze Studios,スターブリーズ・スタジオ
http://www.wikidata.org/entity/Q1403157,WMS Industries,ウィリアムス
http://www.wikidata.org/entity/Q1425540,Indie Built,インディー・ビルト
http://www.wikidata.org/entity/Q245772,Zynga,ジンガ
http://www.wikidata.org/entity/Q256907,Argonaut Games,アルゴノート・ゲームス
http://www.wikidata.org/entity/Q267949,Westwood Studios,Westwood
http://www.wikidata.org/entity/Q282152,PopTop Software,PopTop Software
http://www.wikidata.org/entity/Q2300984,Titus Software,タイタス・ソフトウェア
http://www.wikidata.org/entity/Q2307159,Rocksteady Studios,ロックステディ・スタジオ
http://www.wikidata.org/entity/Q2311125,High Impact Games,ハイインパクトゲームズ
http://www.wikidata.org/entity/Q2319420,Warner Bros. Interactive Entertainment,ワーナー・ブラザーズ
http://www.wikidata.org/entity/Q977906,Monte Cristo,モンテ・クリスト (企業)
http://www.wikidata.org/entity/Q980440,The Omni Group,The Omni Group
http://www.wikidata.org/entity/Q991149,1-UP Studio,ブラウニーブラウン
http://www.wikidata.org/entity/Q994003,Evolution Studios,Evolution Studios
http://www.wikidata.org/entity/Q995863,Brøderbund,ブローダーバンド
http://www.wikidata.org/entity/Q1458317,Deep Silver Volition,ボリション
http://www.wikidata.org/entity/Q1467154,Quintet,クインテット
http://www.wikidata.org/entity/Q1484338,G.rev,グレフ
http://www.wikidata.org/entity/Q1493042,Game Arts,ゲームアーツ
http://www.wikidata.org/entity/Q720871,Naughty Dog,ノーティドッグ
http://www.wikidata.org/entity/Q722027,EA DICE,EA Digital Illusions CE
http://www.wikidata.org/entity/Q727701,SIE Bend Studio,SCEベンドスタジオ
http://www.wikidata.org/entity/Q731482,Infinity Ward,Infinity Ward
http://www.wikidata.org/entity/Q735267,Bungie,バンジー
http://www.wikidata.org/entity/Q739552,Square,スクウェア
http://www.wikidata.org/entity/Q2352252,Stormfront Studios,ストーム・フロント・スタジオ
http://www.wikidata.org/entity/Q2353877,Blue Planet Software,ブループラネットソフトウェア
http://www.wikidata.org/entity/Q2373062,EA Black Box,EAブラックボックス
http://www.wikidata.org/entity/Q2373150,Spicy Horse,麻辣馬
http://www.wikidata.org/entity/Q2408214,Human Entertainment,ヒューマン
http://www.wikidata.org/entity/Q2409319,Vicious Cycle Software,ヴィシャス・サイクル・ソフトウェア
http://www.wikidata.org/entity/Q284989,Tri-Ace,トライエース
http://www.wikidata.org/entity/Q286153,Kaos Studios,ケイオス・スタジオ
http://www.wikidata.org/entity/Q287168,iQue,神游科技
http://www.wikidata.org/entity/Q290567,Hacker International,ハッカーインターナショナル
http://www.wikidata.org/entity/Q294587,Sega AM2,SEGA-AM2
http://www.wikidata.org/entity/Q302251,Frontier Developments,フロンティア・ディベロップメント
http://www.wikidata.org/entity/Q1023734,Cing,シング
http://www.wikidata.org/entity/Q1040450,Guerrilla Cambridge,ゲリラケンブリッジ
http://www.wikidata.org/entity/Q1044563,SNK,SNK
http://www.wikidata.org/entity/Q1045037,AliceSoft,アリスソフト
http://www.wikidata.org/entity/Q739711,Epic Games,Epic Games
http://www.wikidata.org/entity/Q742390,Dimps,ディンプス
http://www.wikidata.org/entity/Q743717,Irrational Games,Irrational Games
http://www.wikidata.org/entity/Q1502293,Genki,元気
http://www.wikidata.org/entity/Q1502832,Reality Pump Studios,リアリティ・ポンプ・スタジオ
http://www.wikidata.org/entity/Q1515682,Radical Entertainment,ラディカル・エンターテインメント
http://www.wikidata.org/entity/Q2414469,FromSoftware,フロム・ソフトウェア
http://www.wikidata.org/entity/Q2445401,Team Bondi,チーム・ボンディ
http://www.wikidata.org/entity/Q2461951,Alchemist,アルケミスト
http://www.wikidata.org/entity/Q303641,FASA Studio,FASA スタジオ （正式社名『FASA インタラクティブ・テクノロジー株式会社』 / FASA Interactive Technologies Inc．）
http://www.wikidata.org/entity/Q307104,Tri-Crescendo,トライクレッシェンド
http://www.wikidata.org/entity/Q307403,Minori,minori
http://www.wikidata.org/entity/Q308913,Ensemble Studios,アンサンブルスタジオ
http://www.wikidata.org/entity/Q765389,Lionhead Studios,ライオンヘッドスタジオ
http://www.wikidata.org/entity/Q309996,Namco,ナムコ
http://www.wikidata.org/entity/Q334904,SIE Japan Studio,SCEジャパンスタジオ
http://www.wikidata.org/entity/Q337910,Guerrilla Games,ゲリラゲームズ
http://www.wikidata.org/entity/Q339565,Sega Wow,セガワウ
http://www.wikidata.org/entity/Q766278,Digital Chocolate,デジタルチョコレート
http://www.wikidata.org/entity/Q775680,Monster Games,Monster Games
http://www.wikidata.org/entity/Q778453,Chunsoft,チュンソフト
http://www.wikidata.org/entity/Q1053684,Polyphony Digital,ポリフォニー・デジタル
http://www.wikidata.org/entity/Q1054754,Type-Moon,TYPE-MOON
http://www.wikidata.org/entity/Q1054844,Taito Corporation,タイトー
http://www.wikidata.org/entity/Q1548159,Criterion Games,クライテリオン・ゲームズ
http://www.wikidata.org/entity/Q1563379,Paon DP,パオン・ディーピー
http://www.wikidata.org/entity/Q1570468,Mindscape,マインドスケープ
http://www.wikidata.org/entity/Q2482597,Indieszero,インディーズゼロ
http://www.wikidata.org/entity/Q2495040,CAVE,ケイブ
http://www.wikidata.org/entity/Q2495576,Eighting,エイティング
http://www.wikidata.org/entity/Q2501821,Spark Unlimited,Spark Unlimited
http://www.wikidata.org/entity/Q2531521,Kojima Productions,小島プロダクション
http://www.wikidata.org/entity/Q1060165,Riot Games,ライオット・ゲームズ
http://www.wikidata.org/entity/Q2536056,Tengen,テンゲン
http://www.wikidata.org/entity/Q2540486,Amanita Design,アマニタ・デザイン
http://www.wikidata.org/entity/Q2541040,Spike,スパイク
http://www.wikidata.org/entity/Q2545055,Molleindustria,Molleindustria
http://www.wikidata.org/entity/Q2546713,Marvelous,マーベラスAQL
http://www.wikidata.org/entity/Q2553434,Renegade Kid,Renegade Kid
http://www.wikidata.org/entity/Q372471,Wargaming.net,ウォーゲーミング
http://www.wikidata.org/entity/Q375667,Incognito Entertainment,インコグニート
http://www.wikidata.org/entity/Q382543,Treyarch,Treyarch
http://www.wikidata.org/entity/Q383538,Compile,コンパイル
http://www.wikidata.org/entity/Q403714,Majesco Entertainment,マジェスコ・エンターテインメント
http://www.wikidata.org/entity/Q481968,Acquire,アクワイア
http://www.wikidata.org/entity/Q483036,NCsoft,まじかる☆スマッシュ
http://www.wikidata.org/entity/Q483233,Ntreev Soft,Ntreev Soft
http://www.wikidata.org/entity/Q483314,Hangame,ハンゲーム
http://www.wikidata.org/entity/Q484143,Gravity Corporation,グラビティ
http://www.wikidata.org/entity/Q1576758,Platinum Games,プラチナゲームズ
http://www.wikidata.org/entity/Q1576915,Koei Tecmo Holdings,コーエーテクモホールディングス
http://www.wikidata.org/entity/Q1584831,Mistwalker,ミストウォーカー
http://www.wikidata.org/entity/Q1637338,Nihon Bussan,日本物産
http://www.wikidata.org/entity/Q2561594,Skip Ltd.,スキップ
http://www.wikidata.org/entity/Q2568920,Traveller's Tales,トラベラーズテイルズ
http://www.wikidata.org/entity/Q2597910,Kairosoft,カイロソフト
http://www.wikidata.org/entity/Q2602093,Sumo Digital,スモウ・デジタル
http://www.wikidata.org/entity/Q1064703,PopCap Games,PopCap Games
http://www.wikidata.org/entity/Q1068734,HAL Laboratory,HAL研究所
http://www.wikidata.org/entity/Q1087007,Papyrus Design Group,Papyrus Design Group
http://www.wikidata.org/entity/Q1091035,Success,サクセス
http://www.wikidata.org/entity/Q1092500,Nitroplus,ニトロプラス
http://www.wikidata.org/entity/Q17228555,Collavier Corporation,コラビエ
http://www.wikidata.org/entity/Q18151782,Night Dive Studios,ナイトダイブ・スタジオ
http://www.wikidata.org/entity/Q18208513,Yodo1,遊道易
http://www.wikidata.org/entity/Q2612323,Kaneko,カネコ
http://www.wikidata.org/entity/Q2613004,Jupiter,ジュピター
http://www.wikidata.org/entity/Q2617855,Arc System Works,アークシステムワークス
http://www.wikidata.org/entity/Q2633052,Nintendo Research & Development 1,任天堂開発第一部
http://www.wikidata.org/entity/Q2634015,ADK,エーディーケイ
http://www.wikidata.org/entity/Q2636715,Cavia,キャビア
http://www.wikidata.org/entity/Q1101463,Climax Entertainment,クライマックス
http://www.wikidata.org/entity/Q1102774,Clover Studio,クローバースタジオ
http://www.wikidata.org/entity/Q1129295,Mojang,Mojang
http://www.wikidata.org/entity/Q1129765,Warashi,童
http://www.wikidata.org/entity/Q1131475,Looking Glass Studios,ルッキンググラススタジオ
http://www.wikidata.org/entity/Q2655759,Amusement Vision,アミューズメントヴィジョン
http://www.wikidata.org/entity/Q2659812,Pack-In-Video,パック・イン・ビデオ
http://www.wikidata.org/entity/Q2661245,Avalanche Studios,アバランチスタジオ
http://www.wikidata.org/entity/Q2668532,Nintendo Research & Development 2,任天堂開発第二部
http://www.wikidata.org/entity/Q18611508,CROOZ,クルーズ
http://www.wikidata.org/entity/Q19695395,Masaya,メサイヤ (ゲームブランド)
http://www.wikidata.org/entity/Q20045086,Scarab Studio,スカラベスタジオ
http://www.wikidata.org/entity/Q20045200,Sega Interactive,セガ・インタラクティブ
http://www.wikidata.org/entity/Q20112954,Sega Games,セガゲームス
http://www.wikidata.org/entity/Q20505844,Smilebit,スマイルビット
http://www.wikidata.org/entity/Q20646966,rúf,Ruf
http://www.wikidata.org/entity/Q20972825,Nintendo Entertainment Planning & Development,任天堂企画制作本部
http://www.wikidata.org/entity/Q2670031,Climax Group,クライマックス
http://www.wikidata.org/entity/Q2680856,King,キング・デジタル・エンターテインメント
http://www.wikidata.org/entity/Q2696696,NetherRealm Studios,ネザーレルム・スタジオズ
http://www.wikidata.org/entity/Q2706709,h.a.n.d.,ハ・ン・ド
http://www.wikidata.org/entity/Q2708014,Bluepoint Games,ブルーポイントゲーム
http://www.wikidata.org/entity/Q2712143,inXile entertainment,inXile Entertainment
http://www.wikidata.org/entity/Q2719211,Next Level Games,Next Level Games
http://www.wikidata.org/entity/Q2735962,Media.Vision,メディア・ビジョン
http://www.wikidata.org/entity/Q2737059,NanaOn-Sha,七音社
http://www.wikidata.org/entity/Q2740414,Team Ninja,Team NINJA
http://www.wikidata.org/entity/Q2745586,Genius Sonority,ジニアス・ソノリティ
http://www.wikidata.org/entity/Q2818984,ABA Games,ABA Games
http://www.wikidata.org/entity/Q2822685,Access Games,アクセスゲームズ
http://www.wikidata.org/entity/Q2845962,Ancient,エインシャント
http://www.wikidata.org/entity/Q21190892,Nintendo Platform Technology Development,任天堂技術開発本部
http://www.wikidata.org/entity/Q2864819,ArtePiazza,アルテピアッツァ
http://www.wikidata.org/entity/Q2864821,Artdink,アートディンク
http://www.wikidata.org/entity/Q2865851,Artoon,アートゥーン
http://www.wikidata.org/entity/Q2866735,Asobo Studio,アソボ・スタジオ
http://www.wikidata.org/entity/Q2917037,Vanpool,バンプール
http://www.wikidata.org/entity/Q2944021,Cellius,セリウス
http://www.wikidata.org/entity/Q2975455,Clap Hanz,クラップハンズ
http://www.wikidata.org/entity/Q2983159,Sting Entertainment,スティング
http://www.wikidata.org/entity/Q2985270,Idea Factory,アイディアファクトリー
http://www.wikidata.org/entity/Q2985314,Tectoy,Tectoy
http://www.wikidata.org/entity/Q2985996,Matrix Software,マトリックス
http://www.wikidata.org/entity/Q3008112,CyberStep,サイバーステップ
http://www.wikidata.org/entity/Q3008126,CyberConnect2,サイバーコネクトツー
http://www.wikidata.org/entity/Q3026554,Stainless Steel Studios,ステンレススチールスタジオ
http://www.wikidata.org/entity/Q3030624,Technology and Entertainment Software,T&E SOFT
http://www.wikidata.org/entity/Q3039230,DreamFactory,ドリームファクトリー (企業)
http://www.wikidata.org/entity/Q3049567,Good-Feel,グッド・フィール
http://www.wikidata.org/entity/Q3049588,Suzak Inc.,朱雀
http://www.wikidata.org/entity/Q3051166,Elixir Studios,エリクサー・スタジオ
http://www.wikidata.org/entity/Q3052263,Omega Force,オメガフォース
http://www.wikidata.org/entity/Q3066248,Family Soft,ファミリーソフト
http://www.wikidata.org/entity/Q3073236,Flagship,フラグシップ
http://www.wikidata.org/entity/Q3082031,Sega AM3,ヒットメーカー
http://www.wikidata.org/entity/Q3087792,Game Republic,ゲームリパブリック
http://www.wikidata.org/entity/Q3094256,Gaelco,ガエルコ
http://www.wikidata.org/entity/Q3110271,Vanillaware,ヴァニラウェア
http://www.wikidata.org/entity/Q3125951,Halfbrick Studios,ハーフブリック・スタジオ
http://www.wikidata.org/entity/Q3148885,Imageepoch,イメージエポック
http://www.wikidata.org/entity/Q3177903,Telenet Japan,日本テレネット
http://www.wikidata.org/entity/Q3208757,UEP Systems,ウエップシステム
http://www.wikidata.org/entity/Q3274623,AQ Interactive,AQインタラクティブ
http://www.wikidata.org/entity/Q3276945,TAD Corporation,TADコーポレーション
http://www.wikidata.org/entity/Q3337438,Nd Cube,エヌディーキューブ
http://www.wikidata.org/entity/Q3412383,Q Entertainment,キューエンタテインメント
http://www.wikidata.org/entity/Q3504740,Supermassive Games,スーパーマッシブゲームズ
http://www.wikidata.org/entity/Q3521625,The Logic Factory,ロジックファクトリー
http://www.wikidata.org/entity/Q3530472,Tokkun Studio,Tokkun Studio
http://www.wikidata.org/entity/Q3550703,United Front Games,ユナイテッド・フロント・ゲームズ
http://www.wikidata.org/entity/Q3561117,ZeniMax Online Studios,ゼニマックス・オンライン・スタジオ
http://www.wikidata.org/entity/Q3566785,WayForward Technologies,ウェイフォルワード・テクノロジズ
http://www.wikidata.org/entity/Q3576010,Zoo Corporation,ズー
http://www.wikidata.org/entity/Q3613462,Alvion,アルヴィオン
http://www.wikidata.org/entity/Q3641158,Blue Fang Games,ブルーファング・ゲームス
http://www.wikidata.org/entity/Q3685133,Compile Heart,コンパイルハート
http://www.wikidata.org/entity/Q3729020,Magical Company,魔法
http://www.wikidata.org/entity/Q3739267,Towa Chiki,トーワチキ
http://www.wikidata.org/entity/Q3759468,General Computer Corp.,ゼネラル・コンピュータ
http://www.wikidata.org/entity/Q3761761,Syn Sophia,シンソフィア
http://www.wikidata.org/entity/Q3772556,Natsume,ナツメ
http://www.wikidata.org/entity/Q3775891,feelplus,フィールプラス
http://www.wikidata.org/entity/Q3781101,Imagineer,イマジニア
http://www.wikidata.org/entity/Q3854011,Stellar Stone,Stellar Stone
http://www.wikidata.org/entity/Q3877247,Nintendo Network Service Development,任天堂システム開発本部
http://www.wikidata.org/entity/Q3982798,Telecomsoft,ファイアバード
http://www.wikidata.org/entity/Q4039000,Freeverse,フリーヴァース
http://www.wikidata.org/entity/Q4042609,Larian Studios,ラリアンスタジオ
http://www.wikidata.org/entity/Q4047460,Prope,プロペ
http://www.wikidata.org/entity/Q4048789,"SIMS Co., Ltd.",シムス
http://www.wikidata.org/entity/Q4051736,Triangle Service,トライアングル・サービス
http://www.wikidata.org/entity/Q4700283,Akaoni Studio,アカオニ・スタジオ
http://www.wikidata.org/entity/Q4796618,Arsys Software,サイバーヘッド (ゲーム会社)
http://www.wikidata.org/entity/Q4802754,Arzest,アーゼスト
http://www.wikidata.org/entity/Q4813366,Athena,アテナ
http://www.wikidata.org/entity/Q4827813,Avatar Reality,Avatar Reality
http://www.wikidata.org/entity/Q4891719,Bergsala Lightweight,バーグサラ・ライトウェイト
http://www.wikidata.org/entity/Q4892118,Berkeley Systems,Berkeley Systems社
http://www.wikidata.org/entity/Q4947547,Bossa Studios,ボッサ・スタジオ
http://www.wikidata.org/entity/Q5165725,Contrail,コントレイル (ゲーム会社)
http://www.wikidata.org/entity/Q5180559,Crafts & Meister,クラフト&マイスター
http://www.wikidata.org/entity/Q5183310,Crea-Tech,クレアテック
http://www.wikidata.org/entity/Q8093,Nintendo,任天堂
http://www.wikidata.org/entity/Q5245591,Deadline Games,デッドライン・ゲームズ
http://www.wikidata.org/entity/Q5357113,Panther Software,パンサーソフトウェア
http://www.wikidata.org/entity/Q5357296,Yuzu-Soft,ゆずソフト
http://www.wikidata.org/entity/Q5359622,Quin Rose,QuinRose
http://www.wikidata.org/entity/Q5364684,Nitro+chiral,Nitro+CHiRAL
http://www.wikidata.org/entity/Q14428,Capcom,カプコン
http://www.wikidata.org/entity/Q18594,Sony Interactive Entertainment,ソニー・インタラクティブエンタテインメント
http://www.wikidata.org/entity/Q23901,Codemasters,コードマスターズ
http://www.wikidata.org/entity/Q24188,Sega Sports R&D,スマイルビット
http://www.wikidata.org/entity/Q24228,343 Industries,343 Industries
http://www.wikidata.org/entity/Q26188,Kalypso Media,カリプソ・メディア
http://www.wikidata.org/entity/Q26222,Wargaming Seattle,Gas Powered Games
http://www.wikidata.org/entity/Q5453814,First Star Software,ファーストスターソフトウェア
http://www.wikidata.org/entity/Q5501698,French Bread,フランスパン (同人サークル)
http://www.wikidata.org/entity/Q5509410,Funtactix,ファンタクティクス
http://www.wikidata.org/entity/Q5531890,General Entertainment,ゼネラル・エンタテイメント
http://www.wikidata.org/entity/Q5565886,Givro,ギブロ
http://www.wikidata.org/entity/Q5696520,Hect,ヘクト (ゲーム会社)
http://www.wikidata.org/entity/Q28299,Pandemic Studios,パンデミック・スタジオ
